id_funcionario_raw,nome,cpf,cargo,departamento,data_admissao,salario,tipo_contrato,ingestion_id,ingestion_ts,source_system,source_entity,row_seq,raw_row_hash
89,Marina Castro,000.089.100-22,Analista Sênior,FIN,2016-08-14,8716.15,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,89,7a641e28a7108cadc63529a8befd4fb7cb96c65b02ca0faacd1069bfd18cdba5
90,Amanda Carvalho,000.090.100-84,Analista Júnior,FIN,2016-01-01,5239.05,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,90,d42183411eaac6cbf75ae9a253a15501245a03740f0412b97ac8a6b70d7ce64e
91,Alexandre Vieira,000.091.100-38,Analista Pleno,FIN,2018-06-22,5752.88,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,91,ad1166690010a844a9a32dcdb7ffe8d24a419049559bc26fd5cb78a270b02dc1
92,Henrique Moraes,000.092.100-91,Analista Pleno,FIN,2023-02-17,6821.7,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,92,cd981f9a57e238d644fabcdf4ad49cecf2eb80f44a22042b0778271c89de9c65
93,Viviane Cardoso,000.093.100-45,Analista Pleno,FIN,2020-07-07,8881.69,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,93,97964a1a0d059a42b01047d846292e6209d0503d3d7914dfe686135c0cc01828
94,Aline Costa,000.094.100-07,Especialista,FIN,2024-07-11,10971.73,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,94,7028ee96d2b437bde4eb6a2d2a8b6b7e8096a063a24a8939aa71bca85bc0ca87
95,Alexandre Cunha,000.095.100-52,Coordenador(a),FIN,2023-08-12,13253.56,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,95,0415665785f39785448033a873142a0b63aadfa0d881a3ef4c5f7f8ff180b704
96,Larissa Lima,000.096.100-06,Especialista,FIN,2024-09-01,8561.44,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,96,4ae4ac9298408bc0bfbfadf7c11c44297d6c25f317f7c6abcd406c3717c8f198
97,Vanessa Freitas,000.097.100-60,Gerente,FIN,2017-04-22,17147.72,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,97,401e3037ca53c5a59df713c1ac5dc0dbd2491ecc3e4c6b3ac9df2b1a59440716
98,Paulo Ribeiro,000.098.100-13,Coordenador(a),MKT,2019-06-22,8484.2,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,98,56f0c4a7ce0bde58966edb25f7f11028a291a22a221332af2d8c6355500ef26b
99,Daniela Pinto,000.099.100-77,Analista Júnior,MKT,2016-07-02,5927.96,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,99,4b24f724c1b0db5ea8c8492e40051aa52ee2e5384b006be959b8bf35f4076d8e
100,Cristiane Moreira,000.100.100-09,Analista Pleno,MKT,2022-02-25,8819.28,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,100,6de4e382cf6c9d05f79ed0a3f62d9bb4827e7036cdd3416d34cd3f4bfb43a4a4
101,Sandra Correia,000.101.100-62,Coordenador(a),MKT,2021-03-07,13460.11,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,101,72be63fdaf87e8b546df60815142f81d203776881f628fa0c57705a22d980c66
102,Lucas Carvalho,000.102.100-16,Coordenador(a),MKT,2021-05-01,13939.46,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,102,54125dca4c0fd66041dd936b8fbdfd28e0d969993a664be77b58f6e66ad7ddfa
103,Adriana Silva,000.103.100-70,Consultor(a),MKT,2015-04-19,9795.56,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,103,8cf9de50e4fd98656e75cd9fcbac1cc702ee024ee663324fc0f8e8c98292466d
104,Elaine Moraes,000.104.100-23,Coordenador(a),MKT,2016-12-29,13578.47,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,104,255cad23b025d4905d9b1e0304428233266475c780c50db3070a70458b9eafe6
105,Fernando Lima,000.105.100-87,Especialista,MKT,2024-10-17,6088.35,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,105,55bde3bbbaeb2931d8667bd6277533f8123662f40ca92788ca8e0a65e03659d7
106,Paulo Carvalho,000.106.100-30,Analista Pleno,MKT,2021-03-05,5669.78,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,106,4dad55122283414d66f021fe121ba428135ef13338f8760617b754c7687528d3
107,Henrique Dias,000.107.100-94,Especialista,MKT,2022-03-14,7002.86,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,107,f09570ea092bd66ab353a93d3f19312ed0eeb64a4b7ab0a8238f2b82fba8b32b
108,Gustavo Pinto,000.108.100-48,Especialista,MKT,2024-05-16,7203.79,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,108,ffbff3ae514bb77dac3410af83bd15130040422b755fb7794cbf33e1c985bdd5
109,Sandra Carvalho,000.109.100-00,Analista Pleno,MKT,2017-10-06,5308.28,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,109,2a41afc09bcc2ee2c77760935e0c69586f24b9aeed246575117f44d1cc81b867
110,Gabriela Cunha,000.110.100-53,Especialista,MKT,2017-04-06,9659.17,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,110,c1f529987141c5222381f322d6c770794a398cbc35b0986b00c4a12b26c50158
111,Igor Almeida,000.111.100-07,Especialista,MKT,2019-06-27,6515.78,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,111,e5c3094b228befba3784432f2087c8b6ce45597a1deb4aa0be5af3261473d5d2
112,Fernanda Monteiro,000.112.100-60,Analista Sênior,JUR,2017-02-07,9073.33,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,112,398badd0ae00a81df8322b0379f402f0d87553c61cf93e4aedfa2f75ba3a5d22
113,Victor Freitas,000.113.100-14,Especialista,JUR,2021-04-12,7105.93,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,113,7571cc7316fdc35fae54873fe06e5058fcd3ca3de83b2b64410991e8ff2e63e8
114,Ricardo Ribeiro,000.114.100-78,Analista Sênior,JUR,2019-08-06,11699.61,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,114,31418d0fc57f711a4e8bc811f566e634f8b1cf82e12dcf63cf0b9ec9447e1513
115,Rosana Castro,000.115.100-21,Gerente Sênior,JUR,2024-12-17,24070.33,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,115,725fda40520e86d81465418d503b61daaf820277c201122f2ae342a250215211
116,Alexandre Cunha,000.116.100-85,Especialista,JUR,2016-10-13,9044.03,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,116,44ae5962a17ece1243b161f9205c74796e555819d3ef1965b88f08e9c4b6b6e0
117,Gabriel Carvalho,000.117.100-39,Analista Pleno,JUR,2023-07-30,7334.52,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,117,cf160df1bbb4ca3cf57c71b23e541b64ddfcfb09420e2bcf4a4509db64afd5de
118,Rodrigo Almeida,000.118.100-92,Analista Pleno,JUR,2021-11-25,6975.23,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,118,f48ff50c4fdb7da7ca43fb08a904c976394f8543a3813ae260821f6e01d067c3
119,Thiago Carvalho,000.119.100-46,Coordenador(a),JUR,2023-10-17,9167.7,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,119,08d9494c874c18401d14262efa8f250997f88d410b571b43700d4a35aea4f44e
120,Vinicius Nunes,000.120.100-06,Analista Sênior,COMP,2015-05-22,10994.1,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,120,d2d38b3189d8c2cedb618130cd28730dfd7a9fd5f97a8fdbb7a6edd52fd1c97d
121,Viviane Correia,000.121.100-51,Especialista,COMP,2016-05-23,10037.4,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,121,804c8bae15d8da4d014f9eb5430d15a692daae873837bd258a32c4f23eab6427
122,Fernanda Pereira,000.122.100-05,Consultor(a),COMP,2015-05-20,11590.1,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,122,7c783c47fc8f2cdeba64898944242489ee6bfe22948c078af500fa1cd5ea4673
123,Leandro Nascimento,000.123.100-69,Coordenador(a),COMP,2022-07-16,8899.13,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,123,1a544e9c3665981f6d22e0a99bd9bd18e230cf6b1fa13c5467ea8fe5d2f2cc1c
124,Pedro Almeida,000.124.100-12,Coordenador(a),COMP,2015-05-08,12028.17,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,124,808fba2a23ce05c2de7745c065f268791348639efb9e7887052ff7cf795118fe
125,Juliana Mendes,000.125.100-76,Analista Sênior,COMP,2015-08-21,8409.03,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,125,730df6508f3e926e2d668ec452245148355832723df7f28cc610b127bf3db350
126,Claudia Nunes,000.126.100-20,Analista Pleno,COMP,2015-09-24,6041.2,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,126,a0b56d568dc0bd5f3d5e1052b6d14b04bb78393d1f5822267ccad9d0697790a7
127,Aline Gomes,000.127.100-83,Analista Sênior,COMP,2024-01-04,10059.43,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,127,81a375d8f67d57ee73644699c7539b480432471687891179d838df9727c65a16
128,Jorge Araujo,000.128.100-37,Assistente Administrativo,ADM,2020-07-11,3324.06,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,128,ed1c29af7878ef35089643419d5736cdf580242b21924db243bad435b8175b7b
129,Renata Moraes,000.129.100-90,Técnico(a),ADM,2017-09-04,3941.95,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,129,b58736eeeb5bea2dbe43daaa729188065fa5dfe9d596c9cb36c0a4c2195b862c
130,Vinicius Carvalho,000.130.100-42,Gerente,ADM,2016-05-09,16173.86,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,130,b011def3309d9b94ed2c1186c54b45ee0e5e9411787457ebc71a229c28dc9750
131,Rafael Rodrigues,000.131.100-04,Coordenador(a),ADM,2018-06-14,10641.02,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,131,29bdc648cb4388f7093c3b47d007d09e8ca35f50a91b3ab8ecc9db2196467dbd
132,Leonardo Barbosa,000.132.100-50,Analista Júnior,ADM,2017-10-19,3945.98,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,132,5311d5a794ab8b702bf209880641cae2b8904a7cde700f4aac5a6b5938ea3c92
133,Gabriela Lima,000.133.100-03,Analista Pleno,ADM,2019-09-21,5141.69,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,133,26fbb12404e55a3145db1ed869dd71a16b295bcc8a9b8d0343928185c131641f
134,Leonardo Melo,000.134.100-67,Coordenador(a),ADM,2024-04-05,11140.35,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,134,74c91f42ea77117a1176880d06f7f5118e0176cb366ee449cdaaddc4fe477e57
135,Fernando Martins,000.135.100-10,Analista Júnior,ADM,2018-03-23,5563.28,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,135,2735c7d598bf4a9cd3abc2a8aa0e40f37b56fb1113731b9e0705cbc2a49fe87e
136,Igor Dias,000.136.100-74,Analista Pleno,ADM,2023-09-11,6389.53,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,136,6f3f838fb15afcbba1bc0ce64a2358fc555e6b90bec1d61516d89c0f0141a7a3
137,Priscila Carvalho,000.137.100-28,Assistente Administrativo,ADM,2018-08-14,2451.79,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,137,88fe2af24b3bd102f7c42846983a1358441cef0f9287f010764452c8be08c325
138,Larissa Araujo,000.138.100-81,Gerente,ADM,2022-05-04,15424.56,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,138,f649094335007bfa9a279130814cc1817aa0adb5cb5cd8e072cc56cc3fc93c46
139,Bruno Gomes,000.139.100-35,Analista Pleno,CTB,2021-04-19,8866.43,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,139,b6f11b0af19db6bb514879a5f05c18905a679fbf030d6788dfd0ea9208988785
140,Rosana Santos,000.140.100-97,Especialista,CTB,2016-11-01,7171.44,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,140,4fa764bded9ad145d8c09e672b90d86ba4ab5b40d7c06464015dfea4daa8f6f1
141,Felipe Barbosa,000.141.100-40,Especialista,CTB,2018-01-18,7998.07,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,141,52c4c976f1bb07afd90d9748bfd809fc2000c3dc76bf8e8d46a2d5648c52646a
142,Luciana Araujo,000.142.100-02,Assistente Administrativo,CTB,2017-03-26,3921.77,TEMPORARIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,142,968e599ccad197c956a046ad3909fb82f0a36b9154ec740c46a5a9bba497b5a9
143,Thiago Souza,000.143.100-58,Coordenador(a),CTB,2019-04-15,12675.57,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,143,0d5b741a8bb647e6aa2336fefbd52e2af5189800c0d57be85b240826bbd7dd9d
144,Cristiane Ramos,000.144.100-01,Analista Pleno,CTB,2019-07-13,6634.0,CLT,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,144,d2daa377c1dd48d591541ba895f012b020ad18a44284d35b1c3d7ef3ba93bc7d
145,André Oliveira,000.145.100-65,Especialista,CTB,2019-02-09,9462.35,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,145,0dc4a97985219dc218388342001b70b09bae8ecaad2af6c0e5fb08ad56171b8b
146,Tânia Castro,000.146.100-19,Coordenador(a),CTB,2021-03-06,12954.96,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,146,def9524069656712eff57890ea2c70c7cd5f84196a2d614b134fc23bb9c62ee7
147,Lucas Silva,000.147.100-72,Analista Júnior,CTB,2018-02-22,4019.82,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,147,f077fe3fe0a1ea7d3ca6df3e790ea079fe3b4b73d898d94265db7c1b81e2de4f
148,Elaine Moraes,000.148.100-26,Analista Sênior,CTB,2015-06-15,8318.81,ESTAGIO,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,148,340952a32a3ffcc4b1a00ed282c06e83fedb941e95e984ead83aa33274c9611f
149,Felipe Freitas,000.149.100-80,Especialista,CTB,2018-05-26,10095.44,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,149,e0eb8e1faa1a571b061801e4f0254289ec4b0c85b5019e4d1dcc27f423e75504
150,Pedro Ribeiro,000.150.100-31,Gerente,CTB,2023-06-06,13855.22,PJ,d7cc9a21-778a-4a6a-bda9-b675de59df2d,2026-01-10T10:30:00.000Z,ERP_CORPORATIVO,funcionarios,150,0ff3d62fbd9066c71dbafac9db0deec0df4563a3843df419c1d8fdbd31344a78
